# Transcripción: chunk_006.mp3
# Modelo: medium | Duración audio: 0:59:59

[0:00:00]  it hard coded that is wrote out three explicitly.
[0:48:20]  the appearance of the cow if you will so if I do cowsay dash F duck and then some other word like quack it's no longer a cow that command line argument turns it into a tiny adorable duck instead and then lastly just for fun because I spent way too much time playing with command line arguments cowsay dash F drag in and then how about like rawr enter you can even get this on the screen here so this too is just an example of what you can do with these commands
[0:48:50]  command line arguments now that we have this building block and there's one final thing we can now do with code there's one last feature today that will introduce before we now connect all of these dots to readability and and encryption by talking lastly about something called exit status it turns out that whenever your main function exits it returns a secret integer that you can figure out as the programmer or an advanced user what it was and these exit codes exit statuses are typically
[0:49:20]  used to indicate error so for instance over the past couple of years if you view zoom and you ever got some kind of error you might have seen a screen like this it's usually not that helpful maybe tells you to click report problem or contact support but very often in our human world on Macs PCs and phones you see cryptic error codes like literally numbers that probably only zoom knows or Microsoft or Google or whatever company wrote the software you're using but that number corresponds to a specific error that some human somewhere knows might very well
[0:49:50]  happen these are used similarly although under a different name that we'll talk about later in the term on the web as well have you ever seen this maybe not character but number so 404 means what so error yes but really not found so why I mean this is the most arcane thing and we'll talk in a few weeks about like what this and other numbers mean but numbers are all around us in technology and they very often mean something to the technical people who wrote the software less so to humans like you and me why so many of us recognize 404 is
[0:50:22]  kind of weird that like that's been around long enough that we all know it but it really is just a special number that represents an error of some sort so it turns out the last thing will reveal today about what we've been taking for granted for two weeks is what the int is in Maine we've seen just a moment ago that the thing in the parentheses which up until now has been void which means no command line arguments now into arc C string or V brackets just means yes command line arguments and we've seen how to access them so the last piece
[0:50:52]  of the puzzle honestly of all the cryptic syntax the past two weeks is just what int means int is always there for Maine and it indicates that Maine will always return an integer even though you and I have never done so explicitly usually Maine returns 0 by default but it would be weird if you saw an error message saying 0 so 0 is just hidden you would never see it on the screen but it's happening automatically by way of how C is designed so let me write one final program here I'll call it for instance
[0:51:22]  status dot C to show you these exit statuses code of status dot C and then up here let me do something simple like include CS 50 dot H then include standard IO dot H and then int main let's do actually let's use a command line argument in arc C string arc V so that's copy paste but now let's do this if arc C does not equal to why don't we do something like this let's not just default
[0:51:52]  hello world like last time let's yell at the user so let's say something like print F missing command line arguments so that they know they screwed up and they need to run the program again correctly else let's go ahead and say print out as before hello comma percent s and then plug in our V bracket one so the humans name from the prompt now at this point let me go ahead and run status dot slash status and I'll type
[0:52:22]  nothing first I get yelled at this time I'll type it again dot slash status David and it works prep properly but now let me show you a somewhat secrets cryptic command you can type this at your prompt and it's just a coincidence that there's another dollar sign echo dollar sign question mark totally arcane but it allows you to see what exit status your program has ended with so let me run this again the wrong way dot slash status okay I get the error message what was secretly returned
[0:52:52]  I can't see it there's obviously no error screen but by typing echo dollar sign question mark I can see that oh my program automatically by default return zero however if I run it again correctly dot slash status David enter this is the correct version but if I run echo question mark status again it's still entered with zero and long story short this is just a missed opportunity when something goes wrong why don't I return a value other than zero zero by default means success and it's always there automatically
[0:53:22]  but you can control this I can go into my code here and return one else if something works fine I can return zero by default and honestly if I omit the return zero again zero automatically is returned so let me go ahead and they'll be explicit just so I know what's going on make status again dot slash status and let's do this correctly with David enter hello David echo question mark echo dollar sign question mark zero so all
[0:53:52]  as well but now if I do dot slash status and nothing or multiple things but not just David enter I get the error message but now if I do echo dollar sign question mark voila there now is the one so what does this now mean this is in the graphical world we would just show something like this on the screen which is a little more informative to the user but even in the Linux world we don't have a GUI necessarily even for the programs we've written you can check these exit statuses and in fact more comfortable more advanced programmers when they write code
[0:54:22]  that calls programs be it cow say or anything else you can encode check what the exit statuses of a program and then decide did my program work or did it not and now let's connect the final dots before we adjourn for some fruit snacks cryptography namely one of the applications this week via which you'll be able to send if you will secret messages and better yet decreep secret messages this will be in addition to perhaps analyzing the readability of text using heuristics like we identify
[0:54:52]  at the start of class two so a cryptography is just the art the science of encrypting information scrambling information so that if you have a secret message to send in so called plain text you can run it through some algorithm and turn it into what's called cipher text thereby encrypting it and only someone who knows what algorithm have used and what input you've used to the algorithm theoretically can decrypt that process and convert it back to the original message so if we use our mental model from last week here is a problem
[0:55:22]  here is an input and output the goal I claim here is to take some plain text like the message you want to send think back to grade school if you ever passed a note to a friend or to your crush saying I love you it's a little awkward if the teacher or someone else intercepts the paper and in English it just says I love you or whatever it is it'd be nice if you had at least encrypted it in some way but the other person needs to know what algorithm you used and what inputs you used to that algorithm so that ultimately they can decode the so-called cipher text which is the output so what
[0:55:52]  goes inside of the box today well an algorithm as it relates to cryptography is called a cipher and a cipher is a fancy name for an algorithm that encrypts text from plain text to cipher text the catch is there needs to be not just the algorithm there needs to be an input to it and so for instance you might draw the picture like this for the first time today and we've seen this in code you can give multiple inputs or arguments to functions so in this black box can you imagine passing in the message you want to send and then some secret
[0:56:22]  so for instance suppose that the simplest thing I could think of as a kid was instead of sending the letter a why don't I write the letter b instead of the letter b why don't I write the letter c so I can kind of shift the English alphabet by one space so a becomes bb becomes c dot dot dot z becomes a you can wrap around at the end and let's assume no punctuation in this part of the story so that's a very simple algorithm add a value to each letter and send the value as the cipher text and now
[0:56:52]  the teacher the classmate they have to know that you use not only this rotational algorithm also known as a Caesar cipher they also need to know what number you use did you add one to every letter two to every letter 25 to every letter now if they're super smart and probably not the young age in this story they could also just try all possibilities and that would be an attack on the algorithm this is not a sophisticated algorithm but it's enough to send a message in class so if the two inputs now are high as the plain text message and one as the so-called
[0:57:22]  key the secret number that only you and the other person know you might be able to encrypt a message from one way to the other and so in this case for instance high would become ij exclamation point in this version of the algorithm we're not going to bother with numbers or punctuation will only operate on a through z be it uppercase or lowercase so now if you were to receive a slip of paper in class with ij on it you know you the recipient would know what it is so long as you know that the sender
[0:57:52]  used one because you just reverse the algorithm and you subtract one instead the teacher you know they probably don't know what this means they're not going to spend time hacking the message so it just looks scrambled to them and that's what we get from encryption someone who intercepts it be it in class or in the real world on the internet or anywhere else can't actually figure out ideally what it is you have sent the opposite of course is indeed called decryption but the process is the same we now pass in negative one and so how about this why don't we end with a demonstration here
[0:58:22]  u y j t x b t d t five zero there's a bit of a tell there if we pass that in and do negative one well how do we get out the plain text originally well if this is the cipher text and we subtract one from each letter I think you becomes t
[0:58:40]  i becomes h j becomes i t becomes s x becomes w b becomes a t becomes s d becomes c t becomes s and this was indeed c is 50 have a duck on your way out and some snacks in the lobby
